1.030179655192871913e+01,5.977082025198289017e+01,-2.723003997689646960e-01,7.954263904836843535e-01,-5.473598500193519456e-01,-5.343795722304540696e-01,7.157994777284081289e-01,8.230281368687689669e-01
1.066893441330406844e+01,5.631803155213145828e+01,-8.131147703554352235e-01,2.471265838543898821e-02,-2.436923922462934655e+00,-1.229317737601404309e-01,9.770783579852229117e-01,-1.326104050786087063e+00
1.286278457135230191e+01,5.411246070909345462e+01,-4.084487875468740814e-01,-1.571624822916522779e-01,-3.711508008785901480e-01,7.238957481180610110e-01,2.426605599550152315e-02,-8.334179130625600784e-01
1.180355238552466979e+01,6.235245470844838422e+01,3.612458650098782642e-01,-9.056706857900345131e-01,9.495858019952599927e-01,-3.645591490864967810e-01,9.632979808617706530e-01,-7.731565215283210390e-01
1.166682628634847063e+01,5.538602692485955714e+01,-3.346298663959423325e-01,1.452041997403669127e+00,4.183650930910454147e-02,2.816271163474720396e+00,1.471281959490341240e+00,-2.077163113711836817e-01
1.369725061334704108e+01,4.578443181510149884e+01,-4.665157650881788243e-01,1.434051499616835423e+00,-1.963665927803738276e+00,1.415252261955133761e+00,9.648233187111814324e-01,-4.647047180466428173e-01
1.407810710504620921e+01,6.354219534704165540e+01,-2.645785215158027448e+00,1.938952096480112353e+00,-7.701759192024241196e-01,-9.425506304548357805e-01,1.257259722055552142e+00,3.384532310923198395e-01
1.248305694360715989e+01,5.832876862499598047e+01,1.414186222431036422e+00,-9.387048137716937912e-01,5.335365500147375151e-02,-6.228077294311318290e-01,-1.394665072602055744e+00,-9.574081709758504311e-02
1.303950623437714462e+01,5.367964603709952343e+01,1.712571433744174976e-01,3.508465601253558941e-02,1.416768474349754947e-01,1.096526367079629916e+00,9.885443048589260817e-01,9.191600557366571556e-01
1.395352406524546218e+01,5.237017729080636030e+01,1.687549829941975110e+00,9.113476441967564012e-01,3.365471309866449601e-01,-1.089696919655273488e+00,1.561245288168780387e+00,-6.320888648234257445e-01
1.000685347613662302e+01,5.487986655156502280e+01,1.358834046553591746e+00,-1.405217912175356076e-01,-1.286282293836127355e+00,-1.739884961741053226e+00,5.124063271591942081e-01,-1.003007413751267229e+00
1.095481797573102689e+01,4.502346445335189173e+01,1.372842196292346773e-01,-1.277803978118476680e+00,8.055565552000707452e-01,8.850784414553140855e-02,2.354074192682857891e-01,8.303726874337643560e-01
1.420507005564436476e+01,5.466873378575602516e+01,6.523277664498927653e-01,9.497666799921742342e-01,1.036630714146670046e-01,9.520283365160272515e-01,-1.468613692115007918e+00,-6.176544204462882659e-01
1.430962718620572538e+01,5.328010322396576015e+01,8.255002698815552264e-01,-1.827637158937984313e-02,1.720603735289555569e+00,6.590280056858525137e-01,6.334813236491135813e-01,-5.376260967020802806e-01
1.379344000573121498e+01,4.938439042570259119e+01,1.351880948656563675e+01,-1.567170571561617898e+01,-1.222647928864992828e+01,0.000000000000000000e+00,2.311209699195770462e+00,4.494037036231814629e-03
1.267653176906022416e+01,6.148844238141039398e+01,3.824567413219537304e-02,1.906090364836113604e+00,1.053632417371021118e-01,2.167206410816588047e+00,-4.195482073385880528e-01,4.015133489150933821e-01
1.258178600655984880e+01,5.035242372933956290e+01,1.078845609578076958e+00,-5.745030928615497690e-01,1.282121067645863866e+00,-1.446375261885459063e+00,-9.979339220052861892e-01,-4.987189162140343024e-01
1.331708929189641211e+01,5.394007792095197829e+01,9.802870603742894762e-01,8.466202406114500256e-01,-1.019289347127137368e+00,8.508894777070207249e-01,7.896022511285730738e-01,1.576159215638252842e-01
1.314906316016606702e+01,6.222281624232467578e+01,-1.666677638967746233e+00,-1.161852605734781975e-02,-2.452849258174832209e-02,1.572468139529357378e+00,7.091002737740632611e-01,3.644743159280954825e-01
1.444599767568732673e+01,5.591695664111943387e+01,6.172515380202499014e-01,1.762342181475246905e+00,5.122964095491836650e-02,1.130298098332822576e+00,-1.781130861864246961e+00,-9.149929626410110428e-01
1.494677706950930407e+01,4.895114438041598959e+01,1.047734773690822907e+00,1.241904850922652265e-01,-1.176286073137132293e+00,8.532958246870642194e-01,3.971018965980009918e-01,-7.726478723255312264e-01
1.154607566516536465e+01,5.936684581789934612e+01,-1.591725478868287968e+00,9.675332740483051364e-01,-3.241651280829347392e-01,1.775528064593025201e-01,8.679770722485071754e-01,-9.730834535192451895e-01
1.065983921902144971e+01,5.052913931318951768e+01,2.331739515227604809e+00,1.259289420143077098e+00,-1.845314723826075420e+00,-1.457352634500937549e+00,4.875456436980000197e-01,1.326695453350875686e+00
1.410806806324089280e+01,5.080134214689302041e+01,3.856372720291371126e-01,-6.612679647282869722e-01,3.886300185334446433e-01,3.597576834798328904e-01,-9.519828807757397815e-01,-2.336482980503335138e+00
1.485899366243566000e+01,5.448346085178564380e+01,-7.901999513618324089e-01,-1.261962084866160128e+00,5.660093655389238920e-01,8.862632062878524897e-01,-6.440349118548488461e-01,2.182664555572819687e-01
1.286215130816243679e+01,6.490309344908457945e+01,-1.838849886197631567e-01,-7.945194746219083060e-01,5.532158247227179082e-01,1.077685591369095475e+00,-5.238621047947771281e-01,2.446150803661661655e-01
1.201531134195469441e+01,5.243016936640036363e+01,-1.231822986856577762e+00,4.032129240369455858e-01,1.123680197450448309e-01,-1.212006432849221493e+00,-1.315249765846140395e-01,-7.703120542616092026e-01
1.120603252939881322e+01,5.921101510980056304e+01,1.907947484660550141e-01,6.879193965160977919e-01,-5.547773064319551084e-01,7.584374324369717035e-01,-1.158598585395092417e+00,-4.701405370024816510e-01
1.233353916409027562e+01,5.689923305695658229e+01,-8.098405198043722164e-01,2.147840765214208136e-01,1.451515530045703606e-01,3.206468221956230713e-01,-5.577237976967741595e-01,-7.252064274965346335e-01
1.154784910622235827e+01,5.203148849135280329e+01,-1.296088064107211224e+00,1.233027331747269112e-01,-5.764005913145630045e-01,5.642010898542010322e-01,4.146567751971547700e-01,-1.652763052791068055e-01
1.195716855828571568e+01,6.363646492753508710e+01,8.054577425323037332e-01,-8.220778775094708113e-01,1.578542775038468848e+00,-5.499807170094683784e-01,-1.022820383811646333e-01,-6.588426529640799556e-01
1.271990566026070368e+01,5.811277414903062066e+01,1.016512983889348964e+00,5.371342391520202986e-01,4.448183526519915998e-01,-3.372139446032441645e-01,-1.121033763396125593e+00,3.049876249448173898e-02
1.427935350831188366e+01,6.251073659969097207e+01,1.766120406278661945e-02,-8.279628253705025032e-02,2.456835299802631600e-01,-5.551082980002776113e-01,-3.563566781111233150e-01,5.902236641106054504e-01
1.230846341774138075e+01,5.439767828966967045e+01,-1.277595727491810829e+00,-1.340786008370370652e+00,-4.575954243263573584e-01,-2.037206899603573262e+00,1.672613851681039376e+00,7.198756639494403586e-01
1.039131813696237749e+01,5.331921649459070522e+01,-1.435297046822309630e+00,1.576139692354714406e+00,-7.670794518114487648e-01,-2.563130375078072065e-01,8.504634465785094743e-01,-1.907031046015945641e+00
1.279187921109794601e+01,5.018421895725624182e+01,9.650542093978859981e-01,-2.218371476902607498e-01,1.871324196806531670e-01,5.960654091877339855e-01,-1.474311666260672338e+00,-1.145407058718291182e+00
1.376931168031058483e+01,5.402543836859857862e+01,-1.321732428235701695e+00,1.328151595879608182e+00,1.196333823966851118e-01,5.608544097351699786e-01,-6.706998028320348970e-01,-1.747751913426421888e-01
1.236464972298172249e+01,6.398070773573071790e+01,-1.165155728377411215e+00,1.922955732680735330e-01,-2.855993604433968991e-01,-2.661052790655360933e+00,1.009065884433198335e+00,-2.052173087345140701e+00
1.459846354929953627e+01,6.055374237748446120e+01,-1.684365657188766852e+00,-8.211597225321429772e-01,3.613931858989726242e-01,5.346811777479323347e-01,4.333378578684945470e-01,3.819589543205786225e-02
1.366437843534849428e+01,5.750242849144980539e+01,1.133897766936235868e-01,-9.132082793018984901e-02,-3.111769163473451227e-01,-8.845025186053120381e-01,-1.018491356731879627e+00,-8.186894026790847434e-01
1.063309797544434332e+01,5.258056713589026998e+01,-4.225730566608003058e-01,1.790139993007629771e-01,2.879098657294939523e-01,1.242148554103784941e-01,3.834700826966722653e-01,1.378464116008603746e+00
1.159465436737923483e+01,5.878217842791204362e+01,4.653877622557622273e-01,-9.217086783618363421e-01,5.324674469523200671e-01,-1.838290761486223446e-01,7.244258097787721340e-01,-1.941271812005942454e-01
